SDG	Pub_doi	Pub_title	Pub_concept	SDG_short
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Organisation For Economic Cooperation And Development	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis MEDIUM-TERM Renewable	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Concentrate Solar Power	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Renewable Heat	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Hydrotreated Vegetable Oil	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Onshore Wind	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Renewable Energy Independent Power Producer Procurement Programme	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Variable Renewable Energy	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Organisation For Economic Cooperation And Development Country	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Renewable Capacity Addition	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Renewable Heat Incentive	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Market Report	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Utility-scale Project	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Intend Nationally Determine Contribution	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis Solar PV Capacity	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis United States Dollar	SDG15
SDG15: Life On Land	10.1787_renewmar-2016-en	Medium-Term Renewable Energy Market Report 2016 - Medium-Term Renewable Energy Market Report 2016	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Energy Sector Carbon Intensity Index	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Carbon Capture And Storage	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Medium-Term Renewable Energy Market Report	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Variable Renewable Energy	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis United Nations Framework Convention On Climate Change	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Intended Nationally Determine Contribution	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Unabated Coal	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Organisation For Economic Cooperation And Development	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis New Policy Scenario	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Energy Efficiency Market Report	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Medium-Term Renewable	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Electricity Sector Decarbonisation	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Concentrate Solar Power	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis International Energy Agency Member Country	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Intergovernmental Panel On Climate Change	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis World Energy Outlook Special Report	SDG15
SDG15: Life On Land	10.1787_9789264266834-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Energy Technology Perspective	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Generation	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Perusahaan Listrik Negara	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Deployment	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Council For Scientific And Industrial Research	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Renewable Energy Independent Power Producer Procurement Programme	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Integration	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Ministry Of Mines And Energy	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Power Plant	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Resource	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Concentrate Solar Power	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Medium-Term Renewable Energy Market Report	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Capacity	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Power	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis System-friendly Deployment	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis World Electric Power Plant Database	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Technology	SDG15
SDG15: Life On Land	10.1787_9789264268715-en	Next Generation Wind and Solar Power - Next Generation Wind and Solar Power	bis Variable Renewable Energy Plant	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Term Energy Efficiency	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Energy Efficiency Market Report	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Energy Efficiency Market	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis International Energy Agency Country	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Medium Term Energy	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Total Final Consumption	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Energy Efficiency Investment	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Total Primary Energy Supply	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Organisation For Economic Cooperation And Development	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Heating , Ventilation And Air Conditioning	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Market Report	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Tokyo Metropolitan Government	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Avoid Energy Consumption	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Energy Efficiency Progress	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Seoul Metropolitan Government	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis International Energy Conservation Code	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Track Energy Efficiency	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Organisation For Economic Cooperation And Development Country	SDG15
SDG15: Life On Land	10.1787_9789264244108-en	Energy Efficiency Market Report 2015 - Energy Efficiency Market Report 2015	bis Market Outlook Medium Term	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Energy Sector Carbon Intensity Index	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Carbon Capture And Storage	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Emission Trade System Emission Trading System	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Mercury And Air Toxic Standard	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis United Nations Framework Convention On Climate Change	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Ministry Of Environmental Protection	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Clean Power Plan	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Combine Heat And Power	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Emission Trading System Design	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Natural Gas Combine Cycle	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Total Primary Energy Supply	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis United Nations Framework Convention On Climate Change Process	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis EU Emission Trading System	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Gross Domestic Product Indicator	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Emission Trading System	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis National Ambient Air Quality Standard	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Flue Gas Desulphurisation	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Proposed Carbon Pollution	SDG15
SDG15: Life On Land	10.1787_9789264220744-en	Energy, Climate Change and Environment - Energy, Climate Change and Environment	bis Conventional Air Pollutant	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Renewable Heat	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Deploy Renewable	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Concentrate Solar Power	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Tradable Green Certificate Scheme	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Non-economic Barrier	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Economic Support Policy	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Tradable Green Certificate	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Renewable Heat Policy	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Tradable Green Certificate System	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis International Energy Agency Information Paper	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Onshore Wind	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Compound Average Growth Rate	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis World Energy Outlook	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Renewable Heat Technology	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis International Energy Agency World Energy Outlook	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Direct Normal Irradiance	SDG15
SDG15: Life On Land	10.1787_9789264124912-en	Deploying Renewables - Deploying Renewables	bis Renewable Energy	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Solar PV	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Environmental , Social And Governance	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Deutsche Bank Climate Change Advisor	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Climate Policy Initiative	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Green Infrastructure	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Asset Back Security	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Solar PV Power Generation	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis European Insurance And Occupational Pension Authority	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis National Renewable Energy Laboratory	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Offshore Windfarms	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Asset Under Management	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Green Infrastructure Investment	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Green Investment Policy Framework	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Green Infrastructure Project	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Institutional Investor	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Asset Owner Disclosure Project	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Onshore Wind	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Predictable Cash Flow	SDG15
SDG15: Life On Land	10.1787_5k3xr8k6jb0n-en	Institutional Investors and Green Infrastructure Investments - Institutional Investors and Green Infrastructure Investments	bis Power Purchase Agreement	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Bloomberg New Energy Finance	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy Project	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy Investment	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Climate Bond Initiative	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Green Bond	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Levelised Cost Of Electricity	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy Finance Corporation	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Bloomberg New Energy Finance Database	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy Fund	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy Asset	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Carbon Capture And Storage	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Clean Energy	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Institutional Investor	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Current Low Interest Rate Environment	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Sovereign Wealth Fund	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Public Finance Mechanism	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Investment Grade Rating	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis China Investment Corporation	SDG15
SDG15: Life On Land	10.1787_5k9312v21l6f-en	The Role of Institutional Investors in Financing Clean Energy - The Role of Institutional Investors in Financing Clean Energy	bis Current Low Interest Rate	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Energy Infrastructure	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Infrastructure OECD	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Bloomberg New Energy Finance	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Turkish Competition Authority	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Electricity Generation	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis International Centre For Trade And Sustainable Development	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Energy Investment	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis United Nations Framework Convention On Climate Change	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Energy Project	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Energy	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Green Investment Policy Framework	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis World Trade Organization Dispute Settlement	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis United Nations Environment Programme FI	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis International Energy Agency	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Energy Infrastructure	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Energy Infrastructure Project	SDG15
SDG15: Life On Land	10.1787_9789264212664-en	Policy Guidance for Investment in Clean Energy Infrastructure - Policy Guidance for Investment in Clean Energy Infrastructure	bis Clean Energy Technology	SDG15
