SDG	Pub_doi	Pub_title	Pub_concept	SDG_short
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Prevalence Rate	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Global Fund To Fight Aid , Tuberculosis And Malaria	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Modern Contraceptive	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Supply	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Family Planning Program	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Department For International Development	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Maternal Mortality Ratio	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Female Sterilization	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Family Planning	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Social Marketing	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Method	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive Pill	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Female Condom	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Kreditanstalt F R Wiederaufbau	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Contraceptive User	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Condom Promotion	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Reproductive Health	SDG05
SDG05: Gender equality	10.18356_07f2a46c-en	Contraceptive (In) security in South-East Asia - Contraceptive (In) security in South-East Asia	Regional Advocacy	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	African National Congress	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Democratic Alliance	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	South African Woman	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Southern African Development Community	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Gender Link	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Phumzile Mlambo-Ngcuka	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Proportional Representation	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Portfolio Committee	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	National Prosecute Authority	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	National Democratic Institute	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Gender Equality	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Southern African Development Community Protocol	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	African Woman	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Proportional Representation System	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Opposition Democratic	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Cent Quota	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Ward Councillor	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Political Leadership	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Legislate Quota	SDG05
SDG05: Gender equality	10.14217_9781848591677-4-en	The Impact of Women 's Political Leadership on Democracy and Development - The Impact of Women 's Political Leadership on Democracy and Development in South Africa	Mining Charter	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Report Office Calculation	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Care Work	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Work	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Unpaid Care	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Report	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Medium Human Development	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	High Human Development	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Country	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Vulnerable Employment	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Human Development Grouping	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Paternity Leave	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Eld Care	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Care Work	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Parental Leave	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Domestic Worker	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Domestic Migrant Worker	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	South Asia Sub-Saharan	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Low Human Development	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Migrant Caregiv	SDG05
SDG05: Gender equality	10.18356_1a3a7ad6-en	Human Development Report 2015 - Imbalances in paid and unpaid work	Main Data Source Column	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Public Policy Change	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	LATIN AMERICA	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Paternity Leave	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Early Childhood Care	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Maternity Leave	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Extend Maternity Leave	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Domestic Worker	SDG05
SDG05: Gender equality	10.18356_1f42dd52-en	Work, family and public policy changes in latin america: equity, maternalism and co-responsibility - Work, family and public policy changes in latin america: equity, maternalism and co-responsibility	Parental Leave	SDG05
